9917,390.000669797353,0.9771528284273581,1.1917503137366618,8,1,
9919,390.0103361872148,0.9775193602455796,1.191459806444332,8,1,
9922,394.01915818074895,0.9768031812922093,1.1909678616318458,8,1,
9918,393.99820848815864,0.9780989937478484,1.190832034355846,8,1,
9920,1625.6480018634838,0.9776229128457347,1.1922733286746585,8,1,
9921,393.99646169093637,0.977433391600148,1.19074679809288,8,1,
9917,1102.7279242421182,0.9766026828824963,1.190680360922615,8,1,
9919,390.0130713173401,0.9774274216789016,1.1910004970541903,8,1,
9918,390.0121072919326,0.9765538936043014,1.192411308019572,8,1,
9922,390.0947897744547,0.9772409937844055,1.190793325349026,8,1,
9920,536.4106911357142,0.9781116003842635,1.1916899546883066,8,1,
9921,393.99624480228067,0.9780922503638873,1.192280494951017,8,1,
9917,496.944484929945,0.9778689864135193,1.19076298659771,8,1,
9919,390.01253401137575,0.976236180651028,1.1915473105617052,8,1,
9922,390.01109666905506,0.9771689899114089,1.1908617236842876,8,1,
9918,390.0388852488573,0.9767343336208704,1.1908299524603307,8,1,
9920,704.9528469221013,0.9771247502024909,1.1910292240160987,8,1,
9921,390.0006169994027,0.9765039657693877,1.1911681837298502,8,1,
9917,390.0057071474563,0.9764452223062355,1.1918906413473003,8,1,
9919,390.0121011310323,0.9773500527307774,1.1914165613868049,8,1,
9918,390.028131727971,0.9767798733576775,1.1908830344762449,8,1,
9922,461.45995131100955,0.9777838219280386,1.1913605920926191,8,1,
9920,390.0214202029411,0.977024465527581,1.1910686331212743,8,1,
9921,453.60324156525553,0.9763924205610618,1.19132045834644,8,1,
9917,461.1991579951551,0.9777826769673472,1.1907035917512827,8,1,
9919,390.0096735467844,0.9765299518035087,1.19210423549723,8,1,
9918,575.2187485274202,0.976690248126496,1.1913126293481882,8,1,
9922,1314.88802342329,0.9767758070329832,1.1922217567898452,8,1,
9920,390.00316927171474,0.9776855369993613,1.1911706768993104,8,1,
9921,390.01251917048,0.9773300972286828,1.1922878678500273,8,1,
9917,390.0115956490086,0.9765230625413558,1.1916615027215602,8,1,
9919,393.99702248815356,0.9764383657760819,1.191665216656497,8,1,
9922,1056.7084535561955,0.9779327822781247,1.192230271021056,8,1,
9918,412.2358528003251,0.9765955749738698,1.1910674494639848,8,1,
9920,390.00064571365095,0.9775064127809945,1.1919359139526262,8,1,
9921,390.10967377024366,0.9772659449590224,1.1917921961931843,8,1,
9917,475.568416515857,0.9767034193218486,1.1923865658470405,8,1,
9919,390.01209872998726,0.9773454914072315,1.1909578995719476,8,1,
9918,390.0128473827249,0.9773217325795401,1.191344980517868,8,1,
9922,390.0124698773053,0.9773505128468544,1.1907600363785436,8,1,
9920,1259.3675693884297,0.9770074476665538,1.192303057046768,8,1,
9921,390.0530150590282,0.9772819656750688,1.192344215493819,8,1,
9917,705.9934772911508,0.9778769378797769,1.1915298091570918,8,1,
9919,390.1589661877203,0.9771394671756237,1.1914504558650476,8,1,
9918,390.0136582753781,0.9762665071869344,1.1919052375367813,8,1,
9922,390.0362093117867,0.9779120720366419,1.1920976780684818,8,1,
9920,462.7315289950637,0.9777911429307459,1.1906823206152932,8,1,
9921,390.01172127235634,0.9776602094949253,1.1908672904026312,8,1,
9917,390.01401556130907,0.9774915783335132,1.1914597952010675,8,1,
9918,537.6719536661334,0.9765893584741902,1.192025394114716,8,1,
9919,1383.9925756076796,0.9772168592050914,1.1919938945744957,8,1,
